ds,yhat,yhat_lower,yhat_upper
2024-01-25,2261.246558658164,1999.2323679966262,2530.703302450499
2024-01-26,2256.7798926025635,1986.7684769096215,2513.9523847517617
2024-01-27,2282.412623471886,2008.2552914164603,2528.5739695431025
2024-01-28,2216.2718800916655,1960.0688358474367,2484.7443196977806
2024-01-29,2259.817918866013,1991.8733879132053,2555.4248324883492
2024-01-30,2256.8246965149738,2012.280788321206,2537.3980928315145
2024-01-31,2215.6075097964035,1935.3650470643104,2492.75674877069
2024-02-01,2261.555509374618,1992.5349264374058,2506.780840111218
2024-02-02,2257.0888433189566,1974.745821238312,2534.616217452421
2024-02-03,2282.7215741882824,2014.2977507115552,2543.9132496490383
2024-02-04,2216.5808308080877,1926.6720896923373,2479.521862184478
2024-02-05,2260.126869582539,1984.6167000752864,2506.070539101881
2024-02-06,2257.133647231383,1997.497180782269,2516.6130668704604
2024-02-07,2215.916460512747,1959.2893344380816,2470.0997766546707
2024-02-08,2261.8644600909656,2000.0276862392507,2516.2481999788433
2024-02-09,2257.397794035293,1994.1422909384446,2506.733187625769
2024-02-10,2283.030524904679,2000.0280074362297,2548.7501942874505
2024-02-11,2216.8897815245,1955.9589131542982,2464.515538968335
2024-02-12,2260.4358202987555,1998.0069402885015,2530.555691730584
2024-02-13,2257.442597947792,1984.404877175107,2539.330697171709
2024-02-14,2216.225411229234,1956.002650362911,2490.7893688616846
2024-02-15,2262.1734108074056,2004.44695691369,2521.832953344132
2024-02-16,2257.7067447517097,2002.3509792920856,2535.5990206478814
2024-02-17,2283.3394756210264,2027.3270885107147,2555.678848915733
2024-02-18,2217.1987322409113,1939.9586568486789,2456.7628543686037
2024-02-19,2260.7447710152815,2002.3925708579839,2510.2636919876404
2024-02-20,2257.751548664292,1983.377758317792,2515.0884428905083
2024-02-21,2216.5343619457203,1954.9266583260498,2484.113960650623
2024-02-22,2262.4823615237533,1998.68680602479,2536.784535203064
2024-02-23,2258.0156954680783,1990.5538851245856,2520.802846972628
2024-02-24,2283.6484263373727,2039.9158013556885,2551.763979693456
2024-02-25,2217.507682957334,1977.082613589181,2478.076992087447
